point_id,ctau_mm,total_width_GeV,g_hH2H2_GeV,GHphiphi_GeV,BR_H2_to_bb,sigma_production_pb,sigma_production_error_pb,Trackless_Aeff,Trackless_Aeff_error,sigma_4b_fb,visible_sigma_fb,N_expected_139fb,N_expected_error,observed_S95,N_over_observed_S95,above_observed_S95,interpretation,production_status,efficiency_status
eff_ctau1_g150_br0p1,1,1.9732698040000000e-13,150,-150,0.1,1.2813349814741720e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,1.2813349814741722e-02,5.0632899980838205e-05,7.0379730973365107e-03,2.2256025098573297e-03,3.0,2.3459910324455037e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g150_br0p25,1,1.9732698040000000e-13,150,-150,0.25,1.2813349814741720e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,8.0083436342135744e-02,3.1645562488023874e-04,4.3987331858353185e-02,1.3910015686608308e-02,3.0,1.4662443952784395e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g150_br0p5,1,1.9732698040000000e-13,150,-150,0.5,1.2813349814741720e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,3.2033374536854298e-01,1.2658224995209550e-03,1.7594932743341274e-01,5.5640062746433232e-02,3.0,5.8649775811137582e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g150_br0p7567,1,1.9732698040000000e-13,150,-150,0.7567374858085787,1.2813349814741720e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,7.3375855601479334e-01,2.8995012322256012e-03,4.0303067127935860e-01,1.2744948881493809e-01,3.0,1.3434355709311954e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g150_br1,1,1.9732698040000000e-13,150,-150,1,1.2813349814741720e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,1.2813349814741719e+00,5.0632899980838199e-03,7.0379730973365096e-01,2.2256025098573293e-01,3.0,2.3459910324455033e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g150_br0p1,3,6.5775660133333331e-14,150,-150,0.1,1.2813349814741720e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,1.2813349814741722e-02,1.7095052382160909e-04,2.3762122811203663e-02,4.0165318390540635e-03,3.0,7.9207076037345545e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g150_br0p25,3,6.5775660133333331e-14,150,-150,0.25,1.2813349814741720e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,8.0083436342135744e-02,1.0684407738850564e-03,1.4851326757002284e-01,2.5103323994087885e-02,3.0,4.9504422523340946e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g150_br0p5,3,6.5775660133333331e-14,150,-150,0.5,1.2813349814741720e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,3.2033374536854298e-01,4.2737630955402258e-03,5.9405307028009136e-01,1.0041329597635154e-01,3.0,1.9801769009336379e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g150_br0p7567,3,6.5775660133333331e-14,150,-150,0.7567374858085787,1.2813349814741720e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,7.3375855601479334e-01,9.7895094821341868e-03,1.3607418180166519e+00,2.3000734741675807e-01,3.0,4.5358060600555067e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g150_br1,3,6.5775660133333331e-14,150,-150,1,1.2813349814741720e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,1.2813349814741719e+00,1.7095052382160903e-02,2.3762122811203654e+00,4.0165318390540616e-01,3.0,7.9207076037345514e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g150_br0p1,4.326221529733112,4.5611852986218501e-14,150,-150,0.1,1.2813349814741720e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,1.2813349814741722e-02,2.0160345211617218e-04,2.8022879844147933e-02,4.4308063452365891e-03,3.0,9.3409599480493103e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g150_br0p25,4.326221529733112,4.5611852986218501e-14,150,-150,0.25,1.2813349814741720e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,8.0083436342135744e-02,1.2600215757260758e-03,1.7514299902592453e-01,2.7692539657728676e-02,3.0,5.8380999675308180e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g150_br0p5,4.326221529733112,4.5611852986218501e-14,150,-150,0.5,1.2813349814741720e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,3.2033374536854298e-01,5.0400863029043032e-03,7.0057199610369814e-01,1.1077015863091470e-01,3.0,2.3352399870123272e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g150_br0p7567,4.326221529733112,4.5611852986218501e-14,150,-150,0.7567374858085787,1.2813349814741720e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,7.3375855601479334e-01,1.1544854394138916e-02,1.6047347607853093e+00,2.5373084422635162e-01,3.0,5.3491158692843643e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g150_br1,4.326221529733112,4.5611852986218501e-14,150,-150,1,1.2813349814741720e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,1.2813349814741719e+00,2.0160345211617213e-02,2.8022879844147925e+00,4.4308063452365881e-01,3.0,9.3409599480493088e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g150_br0p1,10,1.9732698040000002e-14,150,-150,0.1,1.2813349814741720e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,1.2813349814741722e-02,2.3865472664072655e-04,3.3173007003060993e-02,4.8387803844610897e-03,3.0,1.1057669001020331e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g150_br0p25,10,1.9732698040000002e-14,150,-150,0.25,1.2813349814741720e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,8.0083436342135744e-02,1.4915920415045406e-03,2.0733129376913115e-01,3.0242377402881798e-02,3.0,6.9110431256377045e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g150_br0p5,10,1.9732698040000002e-14,150,-150,0.5,1.2813349814741720e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,3.2033374536854298e-01,5.9663681660181624e-03,8.2932517507652459e-01,1.2096950961152719e-01,3.0,2.7644172502550818e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g150_br0p7567,10,1.9732698040000002e-14,150,-150,0.7567374858085787,1.2813349814741720e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,7.3375855601479334e-01,1.3666601641089631e-02,1.8996576281114588e+00,2.7709354377338852e-01,3.0,6.3321920937048626e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g150_br1,10,1.9732698040000002e-14,150,-150,1,1.2813349814741720e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,1.2813349814741719e+00,2.3865472664072650e-02,3.3173007003060984e+00,4.8387803844610877e-01,3.0,1.1057669001020327e+00,True,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g150_br0p1,30,6.5775660133333334e-15,150,-150,0.1,1.2813349814741720e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,1.2813349814741722e-02,2.3784806220313951e-04,3.3060880646236392e-02,4.7719270851876681e-03,3.0,1.1020293548745464e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g150_br0p25,30,6.5775660133333334e-15,150,-150,0.25,1.2813349814741720e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,8.0083436342135744e-02,1.4865503887696214e-03,2.0663050403897737e-01,2.9824544282422913e-02,3.0,6.8876834679659119e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g150_br0p5,30,6.5775660133333334e-15,150,-150,0.5,1.2813349814741720e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,3.2033374536854298e-01,5.9462015550784857e-03,8.2652201615590948e-01,1.1929817712969165e-01,3.0,2.7550733871863647e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g150_br0p7567,30,6.5775660133333334e-15,150,-150,0.7567374858085787,1.2813349814741720e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,7.3375855601479334e-01,1.3620407871195721e-02,1.8932366940962051e+00,2.7326517874403033e-01,3.0,6.3107889803206840e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g150_br1,30,6.5775660133333334e-15,150,-150,1,1.2813349814741720e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,1.2813349814741719e+00,2.3784806220313943e-02,3.3060880646236379e+00,4.7719270851876661e-01,3.0,1.1020293548745459e+00,True,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g150_br0p1,100,1.9732698039999999e-15,150,-150,0.1,1.2813349814741720e-03,0.0000000000000000e+00,0.01425306,0.002079022475718981,1.2813349814741722e-02,1.8262944371050266e-04,2.5385492675759871e-02,3.7028546733195783e-03,3.0,8.4618308919199563e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g150_br0p25,100,1.9732698039999999e-15,150,-150,0.25,1.2813349814741720e-03,0.0000000000000000e+00,0.01425306,0.002079022475718981,8.0083436342135744e-02,1.1414340231906412e-03,1.5865932922349912e-01,2.3142841708247354e-02,3.0,5.2886443074499710e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g150_br0p5,100,1.9732698039999999e-15,150,-150,0.5,1.2813349814741720e-03,0.0000000000000000e+00,0.01425306,0.002079022475718981,3.2033374536854298e-01,4.5657360927625649e-03,6.3463731689399649e-01,9.2571366832989416e-02,3.0,2.1154577229799884e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g150_br0p7567,100,1.9732698039999999e-15,150,-150,0.7567374858085787,1.2813349814741720e-03,0.0000000000000000e+00,0.01425306,0.002079022475718981,7.3375855601479334e-01,1.0458304724392209e-02,1.4537043566905170e+00,2.1204457362911455e-01,3.0,4.8456811889683898e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g150_br1,100,1.9732698039999999e-15,150,-150,1,1.2813349814741720e-03,0.0000000000000000e+00,0.01425306,0.002079022475718981,1.2813349814741719e+00,1.8262944371050260e-02,2.5385492675759860e+00,3.7028546733195766e-01,3.0,8.4618308919199536e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g150_br0p1,300,6.5775660133333338e-16,150,-150,0.1,1.2813349814741720e-03,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,1.2813349814741722e-02,8.8054345774865575e-05,1.2239554062706316e-02,2.0688622384151894e-03,3.0,4.0798513542354385e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g150_br0p25,300,6.5775660133333338e-16,150,-150,0.25,1.2813349814741720e-03,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,8.0083436342135744e-02,5.5033966109290975e-04,7.6497212891914454e-02,1.2930388990094932e-02,3.0,2.5499070963971485e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g150_br0p5,300,6.5775660133333338e-16,150,-150,0.5,1.2813349814741720e-03,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,3.2033374536854298e-01,2.2013586443716390e-03,3.0598885156765782e-01,5.1721555960379730e-02,3.0,1.0199628385588594e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g150_br0p7567,300,6.5775660133333338e-16,150,-150,0.7567374858085787,1.2813349814741720e-03,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,7.3375855601479334e-01,5.0424463969803079e-03,7.0090004918026283e-01,1.1847373174082518e-01,3.0,2.3363334972675429e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau300_g150_br1,300,6.5775660133333338e-16,150,-150,1,1.2813349814741720e-03,0.0000000000000000e+00,0.006872078500000001,0.001161593276620673,1.2813349814741719e+00,8.8054345774865560e-03,1.2239554062706313e+00,2.0688622384151892e-01,3.0,4.0798513542354375e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau0p3_g205p093_br0p1,0.3,6.5775660133333333e-13,205.0927254223737,-205.0927254223737,0.1,2.3954145185596746e-03,0.0000000000000000e+00,0,0.0005,2.3954145185596749e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.6648130903989741e-03,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g205p093_br0p25,0.3,6.5775660133333333e-13,205.0927254223737,-205.0927254223737,0.25,2.3954145185596746e-03,0.0000000000000000e+00,0,0.0005,1.4971340740997965e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0405081814993587e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g205p093_br0p5,0.3,6.5775660133333333e-13,205.0927254223737,-205.0927254223737,0.5,2.3954145185596746e-03,0.0000000000000000e+00,0,0.0005,5.9885362963991862e-01,0.0000000000000000e+00,0.0000000000000000e+00,4.1620327259974346e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g205p093_br0p7567,0.3,6.5775660133333333e-13,205.0927254223737,-205.0927254223737,0.7567374858085787,2.3954145185596746e-03,0.0000000000000000e+00,0,0.0005,1.3717380104405177e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.5335791725615973e-02,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau0p3_g205p093_br1,0.3,6.5775660133333333e-13,205.0927254223737,-205.0927254223737,1,2.3954145185596746e-03,0.0000000000000000e+00,0,0.0005,2.3954145185596745e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6648130903989738e-01,3.0,0.0000000000000000e+00,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,LOW_MC_STATISTICS
eff_ctau1_g205p093_br0p1,1,1.9732698040000000e-13,205.0927254223737,-205.0927254223737,0.1,2.3954145185596746e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,2.3954145185596749e-02,9.4656577307629296e-05,1.3157264245760473e-02,4.1606922793300492e-03,3.0,4.3857547485868240e-03,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g205p093_br0p25,1,1.9732698040000000e-13,205.0927254223737,-205.0927254223737,0.25,2.3954145185596746e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,1.4971340740997965e-01,5.9160360817268301e-04,8.2232901536002934e-02,2.6004326745812802e-02,3.0,2.7410967178667645e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g205p093_br0p5,1,1.9732698040000000e-13,205.0927254223737,-205.0927254223737,0.5,2.3954145185596746e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,5.9885362963991862e-01,2.3664144326907320e-03,3.2893160614401173e-01,1.0401730698325121e-01,3.0,1.0964386871467058e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g205p093_br0p7567,1,1.9732698040000000e-13,205.0927254223737,-205.0927254223737,0.7567374858085787,2.3954145185596746e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,1.3717380104405177e+00,5.4205242568684782e-03,7.5345287170471842e-01,2.3826271841815422e-01,3.0,2.5115095723490616e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau1_g205p093_br1,1,1.9732698040000000e-13,205.0927254223737,-205.0927254223737,1,2.3954145185596746e-03,0.0000000000000000e+00,0.003951574,0.00124959741827022,2.3954145185596745e+00,9.4656577307629282e-03,1.3157264245760469e+00,4.1606922793300483e-01,3.0,4.3857547485868231e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g205p093_br0p1,3,6.5775660133333331e-14,205.0927254223737,-205.0927254223737,0.1,2.3954145185596746e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,2.3954145185596749e-02,3.1958650363743163e-04,4.4422524005602995e-02,7.5087770338230081e-03,3.0,1.4807508001867664e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g205p093_br0p25,3,6.5775660133333331e-14,205.0927254223737,-205.0927254223737,0.25,2.3954145185596746e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,1.4971340740997965e-01,1.9974156477339474e-03,2.7764077503501872e-01,4.6929856461393797e-02,3.0,9.2546925011672901e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g205p093_br0p5,3,6.5775660133333331e-14,205.0927254223737,-205.0927254223737,0.5,2.3954145185596746e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,5.9885362963991862e-01,7.9896625909357897e-03,1.1105631001400749e+00,1.8771942584557519e-01,3.0,3.7018770004669160e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g205p093_br0p7567,3,6.5775660133333331e-14,205.0927254223737,-205.0927254223737,0.7567374858085787,2.3954145185596746e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,1.3717380104405177e+00,1.8301172981403158e-02,2.5438630444150387e+00,4.2999133508680148e-01,3.0,8.4795434813834625e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau3_g205p093_br1,3,6.5775660133333331e-14,205.0927254223737,-205.0927254223737,1,2.3954145185596746e-03,0.0000000000000000e+00,0.013341595,0.002255141155822941,2.3954145185596745e+00,3.1958650363743159e-02,4.4422524005602995e+00,7.5087770338230075e-01,3.0,1.4807508001867664e+00,True,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g205p093_br0p1,4.326221529733112,4.5611852986218501e-14,205.0927254223737,-205.0927254223737,0.1,2.3954145185596746e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,2.3954145185596749e-02,3.7689116676985326e-04,5.2387872181009605e-02,8.2832498930881602e-03,3.0,1.7462624060336534e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g205p093_br0p25,4.326221529733112,4.5611852986218501e-14,205.0927254223737,-205.0927254223737,0.25,2.3954145185596746e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,1.4971340740997965e-01,2.3555697923115823e-03,3.2742420113130993e-01,5.1770311831800989e-02,3.0,1.0914140037710331e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g205p093_br0p5,4.326221529733112,4.5611852986218501e-14,205.0927254223737,-205.0927254223737,0.5,2.3954145185596746e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,5.9885362963991862e-01,9.4222791692463292e-03,1.3096968045252397e+00,2.0708124732720395e-01,3.0,4.3656560150841323e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g205p093_br0p7567,4.326221529733112,4.5611852986218501e-14,205.0927254223737,-205.0927254223737,0.7567374858085787,2.3954145185596746e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,1.3717380104405177e+00,2.1582733812949641e-02,3.0000000000000000e+00,4.7434164902525700e-01,3.0,1.0000000000000000e+00,True,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau4p326_g205p093_br1,4.326221529733112,4.5611852986218501e-14,205.0927254223737,-205.0927254223737,1,2.3954145185596746e-03,0.0000000000000000e+00,0.01573386,0.002487741699310843,2.3954145185596745e+00,3.7689116676985317e-02,5.2387872181009589e+00,8.2832498930881582e-01,3.0,1.7462624060336529e+00,True,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g205p093_br0p1,10,1.9732698040000002e-14,205.0927254223737,-205.0927254223737,0.1,2.3954145185596746e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,2.3954145185596749e-02,4.4615733230070261e-04,6.2015869189797665e-02,9.0459442321043793e-03,3.0,2.0671956396599220e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g205p093_br0p25,10,1.9732698040000002e-14,205.0927254223737,-205.0927254223737,0.25,2.3954145185596746e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,1.4971340740997965e-01,2.7884833268793908e-03,3.8759918243623531e-01,5.6537151450652356e-02,3.0,1.2919972747874511e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g205p093_br0p5,10,1.9732698040000002e-14,205.0927254223737,-205.0927254223737,0.5,2.3954145185596746e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,5.9885362963991862e-01,1.1153933307517563e-02,1.5503967297449412e+00,2.2614860580260943e-01,3.0,5.1679890991498045e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g205p093_br0p7567,10,1.9732698040000002e-14,205.0927254223737,-205.0927254223737,0.7567374858085787,2.3954145185596746e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,1.3717380104405177e+00,2.5549272020009599e-02,3.5513488107813345e+00,5.1801746409067739e-01,3.0,1.1837829369271116e+00,True,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau10_g205p093_br1,10,1.9732698040000002e-14,205.0927254223737,-205.0927254223737,1,2.3954145185596746e-03,0.0000000000000000e+00,0.018625475,0.002716804752519248,2.3954145185596745e+00,4.4615733230070252e-02,6.2015869189797650e+00,9.0459442321043770e-01,3.0,2.0671956396599218e+00,True,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g205p093_br0p1,30,6.5775660133333334e-15,205.0927254223737,-205.0927254223737,0.1,2.3954145185596746e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,2.3954145185596749e-02,4.4464929909054333e-04,6.1806252573585525e-02,8.9209641402404026e-03,3.0,2.0602084191195174e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g205p093_br0p25,30,6.5775660133333334e-15,205.0927254223737,-205.0927254223737,0.25,2.3954145185596746e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,1.4971340740997965e-01,2.7790581193158953e-03,3.8628907858490946e-01,5.5756025876502503e-02,3.0,1.2876302619496982e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g205p093_br0p5,30,6.5775660133333334e-15,205.0927254223737,-205.0927254223737,0.5,2.3954145185596746e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,5.9885362963991862e-01,1.1116232477263581e-02,1.5451563143396378e+00,2.2302410350601001e-01,3.0,5.1505210477987928e-01,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g205p093_br0p7567,30,6.5775660133333334e-15,205.0927254223737,-205.0927254223737,0.7567374858085787,2.3954145185596746e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,1.3717380104405177e+00,2.5462914253562317e-02,3.5393450812451621e+00,5.1086045885296816e-01,3.0,1.1797816937483874e+00,True,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau30_g205p093_br1,30,6.5775660133333334e-15,205.0927254223737,-205.0927254223737,1,2.3954145185596746e-03,0.0000000000000000e+00,0.01856252,0.002679268979709453,2.3954145185596745e+00,4.4464929909054325e-02,6.1806252573585514e+00,8.9209641402404005e-01,3.0,2.0602084191195171e+00,True,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g205p093_br0p1,100,1.9732698039999999e-15,205.0927254223737,-205.0927254223737,0.1,2.3954145185596746e-03,0.0000000000000000e+00,0.01425306,0.002079022475718981,2.3954145185596749e-02,3.4141986857902162e-04,4.7457361732484007e-02,6.9223676656212860e-03,3.0,1.5819120577494669e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
eff_ctau100_g205p093_br0p25,100,1.9732698039999999e-15,205.0927254223737,-205.0927254223737,0.25,2.3954145185596746e-03,0.0000000000000000e+00,0.01425306,0.002079022475718981,1.4971340740997965e-01,2.1338741786188845e-03,2.9660851082802492e-01,4.3264797910133018e-02,3.0,9.8869503609341644e-02,False,EFFECTIVE_PHENOMENOLOGICAL,STRUCTURAL_PREDICTION_ONLY,VALIDATED
