Mass [GeV],Resonance Width [% of mX],error_label,error_minus,error_plus,error_symerror,observable,qualifiers,source_yaml,value
980,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.548975
980,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.573864
980,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.586821
980,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.605276
980,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.631475
980,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.641191
1000,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.160178
1000,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.180955
1000,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.201176
1000,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.221507
1000,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.24177
1000,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.263321
1000,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.2839
1000,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.304756
1000,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.327977
1000,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.347866
1000,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.370461
1000,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.3927
1000,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.413473
1000,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.434553
1000,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.452532
1000,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.47424
1000,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.493663
1000,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.510062
1000,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.528599
1000,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.55044
1000,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.568619
1020,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.103709
1020,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.124496
1020,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.146751
1020,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.169872
1020,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.193342
1020,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.217428
1020,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.242448
1020,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.265396
1020,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.288666
1020,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.312192
1020,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.335153
1020,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.357994
1020,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.380224
1020,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.401462
1020,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.419517
1020,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.440654
1020,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.456782
1020,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.474829
1020,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.492342
1020,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.509515
1020,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.530475
1040,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.169481
1040,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.190382
1040,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.210717
1040,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.230981
1040,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.250224
1040,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.268668
1040,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.288992
1040,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.306684
1040,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.326528
1040,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.344756
1040,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.363502
1040,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.382182
1040,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.400426
1040,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.416413
1040,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.434195
1040,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.446943
1040,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.461705
1040,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.483727
1040,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.493813
1040,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.503952
1040,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.517208
1060,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.160329
1060,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.18835
1060,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.215675
1060,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.242528
1060,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.266334
1060,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.289626
1060,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.311779
1060,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.332266
1060,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.350631
1060,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.369931
1060,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.386161
1060,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.404225
1060,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.420311
1060,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.43641
1060,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.449681
1060,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.456168
1060,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.467715
1060,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.478883
1060,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.489549
1060,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.499877
1060,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.509873
1080,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.165718
1080,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.194361
1080,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.221768
1080,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.247666
1080,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.271744
1080,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.294215
1080,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.314765
1080,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.336471
1080,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.35399
1080,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.371129
1080,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.386755
1080,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.403484
1080,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.418321
1080,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.425105
1080,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.439393
1080,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.449441
1080,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.452313
1080,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.4613
1080,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.469905
1080,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.477937
1080,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.485804
1100,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.184992
1100,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.20568
1100,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.224582
1100,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.241242
1100,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.257736
1100,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.275757
1100,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.291536
1100,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.307885
1100,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.324221
1100,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.33503
1100,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.352578
1100,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.364627
1100,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.383065
1100,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.389113
1100,7.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.398862
1100,7.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.405008
1100,8.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.413804
1100,8.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.421815
1100,9.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.42956
1100,9.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.437145
1100,10.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.444238
1120,0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.0927818
1120,0.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.114244
1120,1.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.137074
1120,1.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.160732
1120,2.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.184273
1120,2.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.207856
1120,3.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.229268
1120,3.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.250533
1120,4.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.26966
1120,4.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.287574
1120,5.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.302403
1120,5.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.317382
1120,6.0,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.331317
1120,6.5,,,,,Cross section upper limit at 95% CL [fb],Limit=Observed; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit2D_Scalar.yaml,0.341941
